event_id,user_id,event_type,event_ts,amount,country
e93,u1372,purchase,2026-01-17 01:57:22,22.78,CA
e94,u1925,purchase,2026-01-18 00:29:22,59.58,GB
e95,u450,click,2026-01-29 15:19:22,0.0,GB
e96,u334,view,2026-01-18 20:40:22,0.0,GB
e97,u1056,signup,2026-01-26 22:43:22,0.0,GB
e98,u401,purchase,2026-01-26 00:13:22,81.73,US
e99,u1479,purchase,2026-01-12 09:35:22,36.73,US
e100,u788,purchase,2026-02-04 01:29:22,97.72,AU
e101,u606,refund,2026-01-14 10:32:22,127.99,CA
e102,u1991,click,2026-01-15 08:08:22,0.0,IN
e103,u557,click,2026-01-19 18:37:22,0.0,IN
e104,u1548,view,2026-01-30 17:31:22,0.0,IN
e105,u832,view,2026-02-04 22:25:22,0.0,AU
e106,u1169,signup,2026-01-26 09:32:22,0.0,US
e107,u572,click,2026-01-19 20:34:22,0.0,GB
e108,u1834,click,2026-01-23 18:03:22,0.0,US
e109,u1300,click,2026-01-23 08:54:22,0.0,US
e110,u1246,view,2026-01-14 13:05:22,0.0,IN
e111,u1767,click,2026-02-01 03:57:22,0.0,US
e112,u695,refund,2026-01-30 12:37:22,118.33,IN
e113,u1274,view,2026-01-13 11:30:22,0.0,AU
e114,u1454,view,2026-01-16 11:52:22,0.0,CA
e115,u537,click,2026-01-19 18:10:22,0.0,CA
e116,u1910,purchase,2026-02-09 02:59:22,37.12,IN
e117,u913,refund,2026-01-19 14:37:22,123.54,IN
e118,u711,click,2026-01-22 21:52:22,0.0,US
e119,u32,click,2026-02-03 12:37:22,0.0,AU
e120,u389,refund,2026-02-02 02:52:22,61.18,GB
e121,u1345,signup,2026-02-05 08:35:22,0.0,GB
e122,u1988,refund,2026-01-25 12:29:22,103.53,CA
e123,u471,purchase,2026-01-20 13:16:22,90.97,CA
e124,u829,purchase,2026-01-13 23:43:22,5.54,CA
e125,u30,click,2026-02-08 23:28:22,0.0,IN
e126,u883,view,2026-01-14 00:49:22,0.0,US
e127,u1363,signup,2026-02-03 12:56:22,0.0,IN
e128,u1227,view,2026-01-24 20:24:22,0.0,US
e129,u941,view,2026-01-18 16:23:22,0.0,IN
e130,u914,click,2026-01-23 11:50:22,0.0,IN
e131,u1970,purchase,2026-02-05 09:52:22,55.28,IN
e132,u447,purchase,2026-01-19 20:09:22,69.48,US
e133,u687,signup,2026-01-15 07:56:22,0.0,GB
e134,u572,refund,2026-02-10 08:51:22,74.38,US
e135,u187,purchase,2026-01-15 14:21:22,105.19,CA
e136,u819,refund,2026-01-13 09:49:22,33.46,CA
e137,u174,refund,2026-02-04 14:19:22,80.86,CA
e138,u1347,refund,2026-01-29 05:46:22,65.74,GB
e139,u307,purchase,2026-02-08 16:06:22,0,CA
e140,u90,refund,2026-02-09 01:31:22,3.88,AU
e141,u286,refund,2026-02-03 11:13:22,86.73,AU
e142,u1710,click,2026-02-07 02:16:22,0.0,CA
e143,u175,click,2026-01-13 10:02:22,0.0,CA
e144,u1305,purchase,2026-01-16 06:54:22,28.69,US
e145,u1286,click,2026-02-09 00:19:22,0.0,AU
e146,u1395,view,2026-02-02 18:45:22,0.0,IN
e147,u7,signup,2026-01-14 16:53:22,0.0,AU
e148,u1839,refund,2026-01-15 16:44:22,90.68,AU
e149,u136,signup,2026-01-22 23:46:22,0.0,US
e150,u1733,purchase,2026-01-22 04:45:22,56.49,GB
e151,u1012,signup,2026-01-15 00:08:22,0.0,GB
e152,u1865,purchase,2026-01-13 15:22:22,33.12,AU
e153,u1296,view,2026-01-15 00:56:22,0.0,AU
e154,u302,purchase,2026-01-23 01:41:22,24.35,AU
e155,u1163,view,2026-01-12 01:56:22,0.0,GB
e156,u125,signup,2026-01-23 17:53:22,0.0,US
e157,u1418,view,2026-02-02 19:06:22,0.0,IN
e158,u1452,refund,2026-01-24 12:12:22,9.93,GB
e159,u955,signup,2026-01-16 21:45:22,0.0,AU
e160,u409,purchase,2026-01-15 10:05:22,66.92,GB
e161,u157,refund,2026-01-31 23:14:22,57.07,IN
e162,u793,view,2026-01-21 02:28:22,0.0,US
e163,u1191,click,2026-01-17 23:08:22,0.0,AU
e164,u537,purchase,2026-01-17 13:09:22,14.98,IN
e165,u1817,click,2026-01-28 03:11:22,0.0,CA
e166,u1020,signup,2026-01-29 10:45:22,0.0,US
e167,u326,click,2026-02-02 21:22:22,0.0,GB
e168,u831,purchase,2026-01-17 22:00:22,25.81,GB
e169,u705,signup,2026-01-25 21:33:22,0.0,US
e170,u1721,purchase,2026-01-11 14:13:22,43.59,GB
e171,u246,view,2026-01-12 01:07:22,0.0,IN
e172,u519,purchase,2026-01-14 11:17:22,92.43,GB
e173,u800,refund,2026-01-14 23:45:22,32.9,IN
e174,u1750,click,2026-01-24 06:50:22,0.0,US
e175,u106,purchase,2026-02-09 09:51:22,92.46,CA
e176,u511,purchase,2026-01-31 08:48:22,34.11,IN
e177,u1608,signup,2026-01-12 20:00:22,0.0,GB
e178,u1871,refund,2026-02-05 12:13:22,58.21,CA
e179,u1474,click,2026-01-13 18:21:22,0.0,GB
e180,u924,refund,2026-01-17 19:40:22,39.78,US
e181,u1868,refund,2026-01-17 07:22:22,34.11,CA
e182,u968,signup,2026-01-27 03:41:22,0.0,IN
e183,u610,purchase,2026-02-10 05:22:22,56.27,IN
e184,u990,refund,2026-01-29 11:04:22,118.32,US
e185,u343,view,2026-01-14 22:25:22,0.0,CA
e186,u1026,signup,2026-02-05 13:29:22,0.0,CA
e187,u928,purchase,2026-01-31 23:47:22,14.76,CA
e188,u186,view,2026-01-27 01:49:22,0.0,AU
e189,u187,purchase,2026-01-22 09:30:22,82.19,IN
e190,u530,refund,2026-01-20 17:06:22,110.55,GB
e191,u785,signup,2026-02-04 08:50:22,0.0,CA
e192,u772,purchase,2026-01-26 21:43:22,16.69,US
e193,u1021,purchase,2026-02-06 15:35:22,80.32,AU
e194,u1084,view,2026-01-15 17:27:22,0.0,IN
e195,u1837,view,2026-01-29 00:21:22,0.0,GB
e196,u1323,signup,2026-01-31 03:59:22,0.0,IN
e197,u1739,click,2026-01-17 07:18:22,0.0,US
e198,u871,signup,2026-02-07 05:40:22,0.0,GB
e199,u1,click,2026-01-29 07:57:22,0.0,AU
e200,u1752,signup,2026-01-31 22:41:22,0.0,CA
e201,u1604,click,2026-01-21 16:45:22,0.0,CA
e202,u312,refund,2026-01-16 11:15:22,55.82,GB
e203,u175,refund,2026-01-13 07:30:22,80.73,AU
e204,u1884,click,2026-02-09 21:22:22,0.0,IN
e205,u1972,view,2026-02-09 00:35:22,0.0,IN
e206,u1082,signup,2026-01-16 14:47:22,0.0,US
e207,u145,purchase,2026-02-04 09:08:22,60.18,AU
e208,u393,signup,2026-01-23 09:16:22,0.0,CA
e209,u1619,refund,2026-01-11 13:34:22,93.81,GB
e210,u571,purchase,2026-02-09 20:21:22,62.23,CA
e211,u974,refund,2026-01-22 04:44:22,50.67,GB
e212,u1444,purchase,2026-01-14 00:43:22,57.16,US
e213,u398,signup,2026-02-09 23:11:22,0.0,GB
e214,u167,purchase,2026-01-21 21:10:22,14.8,CA
e215,u1010,click,2026-01-26 21:33:22,0.0,GB
e216,u743,signup,2026-01-20 12:40:22,0.0,US
e217,u1633,purchase,2026-02-03 11:46:22,0,US
e218,u421,signup,2026-01-20 15:13:22,0.0,IN
e219,u1569,view,2026-01-22 00:25:22,0.0,GB
e220,u454,purchase,2026-01-24 22:27:22,103.31,AU
e221,u384,view,2026-02-02 14:07:22,0.0,GB
e222,u1865,click,2026-02-07 13:59:22,0.0,CA
e223,u1889,signup,2026-01-13 23:41:22,0.0,CA
e224,u49,refund,2026-01-17 23:19:22,95.37,GB
e225,u107,click,2026-01-19 21:24:22,0.0,GB
e226,u921,purchase,2026-01-16 15:58:22,152.64,IN
e227,u391,view,2026-02-10 04:59:22,0.0,AU
e228,u1529,signup,2026-01-12 23:09:22,0.0,IN
e229,u1361,signup,2026-01-28 12:41:22,0.0,IN
e230,u907,view,2026-01-16 11:19:22,0.0,US
e231,u161,purchase,2026-01-15 04:31:22,58.56,IN
e232,u861,click,2026-02-06 01:13:22,0.0,CA
e233,u779,purchase,2026-01-25 13:29:22,78.61,US
e234,u1445,signup,2026-01-20 10:05:22,0.0,IN
e235,u1110,signup,2026-01-20 07:09:22,0.0,IN
e236,u746,signup,2026-01-12 21:23:22,0.0,GB
e237,u508,signup,2026-01-13 08:43:22,0.0,GB
e238,u72,signup,2026-01-14 08:40:22,0.0,US
e239,u527,view,2026-01-14 08:58:22,0.0,AU
e240,u695,purchase,2026-01-23 21:45:22,21.71,IN
e241,u1962,refund,2026-01-13 11:55:22,55.15,IN
e242,u1893,purchase,2026-01-25 01:09:22,123.34,US
e243,u1478,refund,2026-02-09 08:47:22,73.88,CA
e244,u220,signup,2026-02-01 17:01:22,0.0,GB
e245,u1618,purchase,2026-01-31 01:55:22,55.15,GB
e246,u272,signup,2026-01-19 20:08:22,0.0,US
e247,u1644,purchase,2026-01-18 09:35:22,32.14,IN
e248,u944,purchase,2026-02-07 14:59:22,37.75,US
e249,u1049,view,2026-01-29 08:08:22,0.0,CA
e250,u507,signup,2026-01-14 11:01:22,0.0,US
e251,u987,refund,2026-02-05 07:10:22,8.65,US
e252,u148,purchase,2026-02-08 22:32:22,159.61,US
e253,u427,click,2026-01-30 16:13:22,0.0,GB
e254,u1454,signup,2026-01-19 09:29:22,0.0,CA
e255,u273,signup,2026-02-01 11:46:22,0.0,AU
e256,u1826,view,2026-02-05 00:34:22,0.0,US
e257,u1597,purchase,2026-01-24 21:12:22,54.2,IN
e258,u1512,purchase,2026-01-20 13:53:22,91.04,GB
e259,u507,view,2026-01-22 16:17:22,0.0,CA
e260,u315,purchase,2026-02-06 19:57:22,65.54,IN
e261,u504,refund,2026-02-04 11:11:22,73.55,CA
e262,u1331,click,2026-02-10 05:55:22,0.0,GB
e263,u76,click,2026-01-11 17:13:22,0.0,GB
e264,u1809,view,2026-01-31 21:58:22,0.0,IN
e265,u83,purchase,2026-01-22 02:41:22,78.99,AU
e266,u398,click,2026-01-28 10:53:22,0.0,AU
e267,u1774,view,2026-01-31 22:52:22,0.0,AU
e268,u533,click,2026-01-16 07:51:22,0.0,AU
e269,u1454,refund,2026-01-27 10:16:22,77.66,CA
e270,u77,purchase,2026-01-26 23:42:22,77.04,IN
e271,u79,refund,2026-02-10 04:05:22,80.97,CA
e272,u1669,click,2026-01-26 09:45:22,0.0,GB
e273,u1390,purchase,2026-01-19 22:32:22,48.32,US
e274,u1629,signup,2026-02-05 10:55:22,0.0,GB
e275,u130,signup,2026-01-16 03:03:22,0.0,GB
e276,u1360,refund,2026-01-18 13:07:22,48.89,AU
e277,u187,view,2026-01-29 14:47:22,0.0,IN
e278,u840,purchase,2026-01-25 12:17:22,48.7,AU
e279,u1810,purchase,2026-01-30 08:36:22,66.41,GB
e280,u38,purchase,2026-02-09 20:15:22,81.02,CA
e281,u1930,click,2026-01-31 06:32:22,0.0,CA
e282,u868,click,2026-01-15 15:09:22,0.0,GB
e283,u1184,purchase,2026-02-01 11:44:22,121.03,CA
e284,u267,click,2026-01-13 20:46:22,0.0,AU
e285,u292,signup,2026-01-15 13:33:22,0.0,AU
e286,u1275,purchase,2026-02-03 11:19:22,77.48,CA
e287,u1068,view,2026-01-14 13:36:22,0.0,US
e288,u786,signup,2026-01-20 11:51:22,0.0,IN
e289,u260,click,2026-02-02 11:35:22,0.0,IN
e290,u110,refund,2026-02-09 11:23:22,92.6,GB
e291,u177,refund,2026-01-18 19:22:22,9.87,AU
e292,u829,refund,2026-01-20 10:31:22,0,GB
e293,u375,refund,2026-01-21 10:34:22,151.25,CA
e294,u786,purchase,2026-01-17 02:43:22,84.48,CA
e295,u506,view,2026-01-13 09:12:22,0.0,AU
e296,u1726,click,2026-01-26 06:25:22,0.0,US
e297,u799,refund,2026-02-01 06:05:22,6.58,IN
e298,u1330,signup,2026-01-25 12:57:22,0.0,AU
e299,u511,signup,2026-01-29 05:26:22,0.0,IN
e300,u916,refund,2026-01-31 11:06:22,42.62,CA
e301,u48,click,2026-02-08 16:18:22,0.0,GB
e302,u953,view,2026-01-31 20:21:22,0.0,AU
e303,u1598,signup,2026-01-19 16:27:22,0.0,GB
e304,u820,click,2026-01-14 13:37:22,0.0,CA
e305,u735,signup,2026-01-28 03:21:22,0.0,US
e306,u1644,signup,2026-02-03 11:11:22,0.0,AU
e307,u1346,click,2026-01-13 08:43:22,0.0,CA
e308,u169,purchase,2026-02-03 18:59:22,118.55,GB
e309,u1337,view,2026-01-12 16:33:22,0.0,US
e310,u1258,click,2026-01-20 07:53:22,0.0,CA
e311,u1814,signup,2026-01-24 14:45:22,0.0,CA
e312,u1406,view,2026-01-14 11:52:22,0.0,IN
e313,u1251,purchase,2026-01-18 17:43:22,92.17,IN
e314,u1837,refund,2026-01-24 00:40:22,96.54,IN
e315,u1029,signup,2026-01-20 23:51:22,0.0,AU
e316,u539,refund,2026-02-03 13:00:22,35.19,CA
e317,u654,purchase,2026-01-13 04:32:22,72.82,IN
e318,u1392,purchase,2026-01-28 15:55:22,98.58,CA
e319,u1623,purchase,2026-01-16 18:00:22,61.45,IN
e320,u1979,signup,2026-02-05 18:43:22,0.0,AU
e321,u1188,click,2026-01-22 23:36:22,0.0,AU
e322,u1290,signup,2026-01-28 10:03:22,0.0,IN
e323,u770,purchase,2026-02-06 18:56:22,47.46,CA
e324,u738,purchase,2026-01-15 05:12:22,36.67,US
e325,u607,refund,2026-01-23 01:22:22,68.85,IN
e326,u1310,refund,2026-01-25 17:48:22,52.94,CA
e327,u306,purchase,2026-02-08 13:12:22,0,GB
e328,u856,refund,2026-01-28 02:00:22,76.86,CA
e329,u1255,click,2026-01-12 12:39:22,0.0,US
e330,u6,refund,2026-01-27 16:01:22,47.01,IN
e331,u218,refund,2026-01-27 18:25:22,19.64,IN
e332,u1207,view,2026-01-20 19:20:22,0.0,IN
e333,u1278,signup,2026-01-18 17:34:22,0.0,CA
e334,u29,view,2026-01-18 07:24:22,0.0,GB
e335,u197,click,2026-02-09 13:24:22,0.0,CA
e336,u1785,purchase,2026-01-29 19:21:22,51.21,IN
e337,u1981,click,2026-01-14 01:37:22,0.0,AU
e338,u1829,purchase,2026-02-07 13:54:22,33.58,AU
e339,u1503,signup,2026-01-22 19:44:22,0.0,CA
e340,u1851,click,2026-01-13 12:22:22,0.0,US
e341,u1089,click,2026-01-29 23:45:22,0.0,CA
e342,u487,view,2026-01-14 04:04:22,0.0,US
e343,u26,refund,2026-02-05 14:04:22,25.67,CA
e344,u292,signup,2026-01-20 14:14:22,0.0,AU
e345,u1246,refund,2026-02-09 23:39:22,13.84,CA
e346,u1042,purchase,2026-01-14 09:58:22,3.07,IN
e347,u1282,click,2026-02-02 06:20:22,0.0,AU
e348,u14,signup,2026-01-31 09:15:22,0.0,GB
e349,u165,signup,2026-01-19 11:53:22,0.0,CA
e350,u216,purchase,2026-01-22 02:02:22,47.33,IN
e351,u1458,click,2026-01-23 14:50:22,0.0,AU
e352,u1392,signup,2026-02-04 07:50:22,0.0,IN
e353,u606,view,2026-01-15 09:37:22,0.0,AU
e354,u32,view,2026-01-23 08:42:22,0.0,CA
e355,u1724,view,2026-01-18 18:11:22,0.0,IN
e356,u394,signup,2026-01-26 11:11:22,0.0,AU
e357,u490,signup,2026-02-09 05:12:22,0.0,AU
e358,u962,signup,2026-02-04 15:53:22,0.0,US
e359,u1757,click,2026-01-31 09:52:22,0.0,CA
e360,u1169,purchase,2026-01-21 03:50:22,43.87,GB
e361,u1276,refund,2026-01-15 01:17:22,37.49,US
e362,u56,click,2026-01-16 08:50:22,0.0,AU
e363,u1903,view,2026-01-27 04:59:22,0.0,CA
e364,u1436,click,2026-01-12 22:02:22,0.0,US
e365,u284,click,2026-01-14 14:24:22,0.0,US
e366,u135,refund,2026-01-28 01:15:22,50.22,CA
e367,u1675,refund,2026-01-14 12:20:22,108.88,GB
e368,u220,view,2026-01-20 21:01:22,0.0,CA
e369,u230,click,2026-01-13 01:55:22,0.0,US
e370,u1690,purchase,2026-02-02 05:27:22,13.94,US
e371,u272,click,2026-02-09 22:16:22,0.0,CA
e372,u604,purchase,2026-01-26 19:52:22,52.7,IN
e373,u1905,purchase,2026-01-13 17:11:22,63.79,IN
e374,u1865,purchase,2026-02-07 21:52:22,0,AU
e375,u1528,click,2026-01-30 07:20:22,0.0,US
e376,u894,refund,2026-01-15 23:41:22,58.17,IN
e377,u961,click,2026-02-04 23:49:22,0.0,AU
e378,u444,click,2026-02-06 15:52:22,0.0,IN
e379,u349,signup,2026-01-11 13:44:22,0.0,AU
e380,u414,purchase,2026-01-13 23:15:22,106.46,GB
e381,u1424,view,2026-02-03 00:31:22,0.0,AU
e382,u712,refund,2026-01-23 08:56:22,61.27,AU
e383,u1934,view,2026-01-24 10:13:22,0.0,CA
e384,u1922,view,2026-02-03 04:36:22,0.0,CA
e385,u226,click,2026-02-02 19:50:22,0.0,AU
e386,u1612,click,2026-02-09 02:11:22,0.0,IN
e387,u729,click,2026-01-29 18:36:22,0.0,GB
e388,u1827,click,2026-01-30 17:23:22,0.0,US
e389,u762,view,2026-01-25 07:25:22,0.0,IN
e390,u877,refund,2026-02-03 07:44:22,114.09,CA
e391,u1934,signup,2026-01-17 06:54:22,0.0,AU
e392,u1217,refund,2026-02-09 22:14:22,160.02,US
e393,u714,refund,2026-01-26 09:07:22,0,GB
e394,u1356,refund,2026-01-26 05:29:22,49.04,CA
e395,u949,signup,2026-01-23 05:15:22,0.0,AU
e396,u474,view,2026-01-26 17:11:22,0.0,GB
e397,u1317,view,2026-02-03 14:51:22,0.0,CA
e398,u548,purchase,2026-02-08 14:36:22,73.14,CA
e399,u1482,purchase,2026-02-07 22:50:22,79.23,AU
e400,u714,view,2026-01-22 06:19:22,0.0,IN
e401,u1958,view,2026-01-23 06:52:22,0.0,US
e402,u338,click,2026-01-20 09:46:22,0.0,GB
e403,u310,view,2026-01-25 06:17:22,0.0,IN
e404,u891,purchase,2026-01-20 10:36:22,128.11,IN
e405,u423,signup,2026-02-01 15:02:22,0.0,US
e406,u26,signup,2026-01-31 09:07:22,0.0,CA
e407,u1025,purchase,2026-02-01 14:20:22,115.83,US
e408,u291,purchase,2026-02-07 23:43:22,59.69,CA
e409,u1860,signup,2026-02-06 15:15:22,0.0,AU
e410,u1535,signup,2026-01-21 21:58:22,0.0,AU
e411,u1746,view,2026-01-19 18:34:22,0.0,US
e412,u930,signup,2026-01-25 18:12:22,0.0,IN
e413,u1287,click,2026-01-30 14:36:22,0.0,CA
e414,u1603,signup,2026-02-09 04:01:22,0.0,CA
e415,u513,signup,2026-02-02 11:36:22,0.0,GB
e416,u41,refund,2026-01-30 03:25:22,55.8,AU
e417,u1383,view,2026-02-10 07:11:22,0.0,IN
e418,u1594,click,2026-01-29 04:53:22,0.0,GB
e419,u1860,click,2026-01-13 05:58:22,0.0,IN
e420,u1113,view,2026-01-18 19:59:22,0.0,CA
e421,u1064,purchase,2026-01-16 02:43:22,85.33,CA
e422,u1470,signup,2026-02-03 19:45:22,0.0,US
e423,u1310,purchase,2026-02-04 06:08:22,23.79,IN
e424,u841,signup,2026-01-21 01:47:22,0.0,CA
e425,u804,refund,2026-01-17 02:00:22,52.78,US
e426,u518,purchase,2026-01-28 21:23:22,5.28,GB
e427,u126,click,2026-01-14 22:26:22,0.0,GB
e428,u1875,signup,2026-02-09 02:52:22,0.0,IN
e429,u1189,purchase,2026-01-16 11:39:22,70.53,AU
e430,u1990,view,2026-01-29 08:26:22,0.0,GB
e431,u435,view,2026-01-17 09:32:22,0.0,US
e432,u1659,view,2026-02-01 20:45:22,0.0,AU
e433,u1477,view,2026-01-18 04:04:22,0.0,IN
e434,u1365,signup,2026-02-01 19:36:22,0.0,IN
e435,u1557,refund,2026-02-10 01:51:22,124.95,CA
e436,u1598,signup,2026-01-27 15:47:22,0.0,CA
e437,u548,signup,2026-01-23 01:15:22,0.0,GB
e438,u1391,view,2026-02-02 10:19:22,0.0,US
e439,u1650,purchase,2026-01-27 19:19:22,61.07,GB
e440,u994,signup,2026-02-08 21:11:22,0.0,US
e441,u1351,purchase,2026-01-18 11:09:22,93.89,IN
e442,u1750,signup,2026-01-14 02:38:22,0.0,US
e443,u1696,refund,2026-01-26 06:58:22,64.67,IN
e444,u1297,refund,2026-01-12 04:41:22,38.5,US
e445,u430,click,2026-02-10 08:47:22,0.0,IN
e446,u513,refund,2026-01-16 03:11:22,0,CA
e447,u1590,signup,2026-01-27 06:43:22,0.0,CA
e448,u428,signup,2026-02-04 20:09:22,0.0,CA
e449,u1249,refund,2026-01-15 15:03:22,22.84,AU
e450,u1614,purchase,2026-01-20 11:53:22,32.32,US
e451,u1520,signup,2026-01-16 20:05:22,0.0,AU
e452,u243,purchase,2026-01-30 14:01:22,60.96,CA
e453,u1694,view,2026-02-02 01:13:22,0.0,GB
e454,u1142,click,2026-02-02 13:22:22,0.0,GB
e455,u1855,view,2026-02-02 21:01:22,0.0,CA
e456,u1021,view,2026-02-05 01:38:22,0.0,AU
e457,u1768,click,2026-01-18 19:28:22,0.0,IN
e458,u959,refund,2026-02-03 03:50:22,21.11,IN
e459,u873,signup,2026-01-14 22:40:22,0.0,CA
e460,u1305,purchase,2026-02-09 11:08:22,0,US
e461,u43,refund,2026-01-13 14:25:22,21.93,IN
e462,u1657,click,2026-02-03 18:03:22,0.0,GB
e463,u993,view,2026-01-13 01:20:22,0.0,CA
e464,u1471,signup,2026-02-08 23:17:22,0.0,CA
e465,u694,click,2026-02-10 12:08:22,0.0,IN
e466,u700,signup,2026-02-04 10:20:22,0.0,AU
e467,u1579,view,2026-01-24 10:41:22,0.0,GB
e468,u701,signup,2026-01-22 23:06:22,0.0,AU
e469,u108,purchase,2026-01-24 20:13:22,0,IN
e470,u1696,signup,2026-01-29 21:17:22,0.0,IN
e471,u1032,purchase,2026-02-03 13:28:22,44.86,GB
e472,u1622,click,2026-01-26 13:44:22,0.0,CA
e473,u650,purchase,2026-01-17 07:39:22,82.34,AU
e474,u1993,click,2026-01-13 08:03:22,0.0,GB
e475,u1481,refund,2026-01-29 23:48:22,47.74,IN
e476,u223,click,2026-01-13 14:59:22,0.0,CA
e477,u1684,signup,2026-02-08 05:09:22,0.0,US
e478,u1616,refund,2026-02-05 06:07:22,56.41,AU
